npa,locality,canton,premium_region,bfs_number,commune,district,npa_spans_multiple_regions_flag,locality_spans_multiple_communes_flag
4566,Halten,SO,0,2520,Halten,Wasseramt,0,1
4566,Kriegstetten,SO,0,2525,Kriegstetten,Wasseramt,0,1
4566,Oekingen,SO,0,2529,Oekingen,Wasseramt,0,1
4571,Ichertswil,SO,0,2455,Lüterkofen-Ichertswil,Bucheggberg,0,0
4571,Lüterkofen,SO,0,2455,Lüterkofen-Ichertswil,Bucheggberg,0,0
4573,Lohn-Ammannsegg,BE,2,533,Bätterkinden,Emmental,1,0
4573,Lohn-Ammannsegg,SO,0,2526,Lohn-Ammannsegg,Wasseramt,1,0
4574,Lüsslingen,SO,0,2464,Lüsslingen-Nennigkofen,Bucheggberg,0,1
4574,Lüsslingen,SO,0,2513,Biberist,Wasseramt,0,1
4574,Nennigkofen,SO,0,2464,Lüsslingen-Nennigkofen,Bucheggberg,0,1
4574,Nennigkofen,SO,0,2556,Selzach,Lebern,0,1
4576,Tscheppach,SO,0,2465,Buchegg,Bucheggberg,0,0
4577,Hessigkofen,SO,0,2465,Buchegg,Bucheggberg,0,0
4578,Bibern SO,SO,0,2465,Buchegg,Bucheggberg,0,0
4579,Gossliwil,SO,0,2465,Buchegg,Bucheggberg,0,0
4581,Küttigkofen,SO,0,2465,Buchegg,Bucheggberg,0,0
4582,Brügglen,SO,0,2465,Buchegg,Bucheggberg,0,0
4583,Aetigkofen,SO,0,2465,Buchegg,Bucheggberg,0,0
4583,Mühledorf SO,SO,0,2465,Buchegg,Bucheggberg,0,0
4584,Gächliwil,SO,0,2465,Buchegg,Bucheggberg,0,0
4584,Lüterswil,SO,0,2465,Buchegg,Bucheggberg,0,0
4585,Biezwil,SO,0,2445,Biezwil,Bucheggberg,0,0
4586,Kyburg-Buchegg,SO,0,2465,Buchegg,Bucheggberg,0,0
4587,Aetingen,SO,0,2465,Buchegg,Bucheggberg,0,0
4588,Brittern,SO,0,2465,Buchegg,Bucheggberg,0,1
4588,Oberramsern,SO,0,2457,Messen,Bucheggberg,0,1
4588,Unterramsern,SO,0,2463,Unterramsern,Bucheggberg,0,1
4600,Olten,SO,0,2584,Starrkirch-Wil,Olten,0,0
4600,Olten,SO,0,2581,Olten,Olten,0,0
4600,Olten,AG,0,4271,Aarburg,Zofingen,0,0
4612,Wangen b. Olten,SO,0,2586,Wangen bei Olten,Olten,0,1
4612,Wangen b. Olten,SO,0,2581,Olten,Olten,0,1
4613,Rickenbach SO,SO,0,2582,Rickenbach (SO),Olten,0,0
4614,Hägendorf,SO,0,2578,Gunzgen,Olten,0,1
4614,Hägendorf,SO,0,2579,Hägendorf,Olten,0,1
4615,Allerheiligenberg,SO,0,2579,Hägendorf,Olten,0,0
4616,Kappel SO,SO,0,2580,Kappel (SO),Olten,0,0
4617,Gunzgen,SO,0,2578,Gunzgen,Olten,0,0
4618,Boningen,SO,0,2571,Boningen,Olten,0,1
4618,Boningen,SO,0,2580,Kappel (SO),Olten,0,1
4622,Egerkingen,SO,0,2401,Egerkingen,Gäu,0,1
4622,Egerkingen,SO,0,2404,Neuendorf,Gäu,0,1
4623,Neuendorf,SO,0,2404,Neuendorf,Gäu,0,0
4624,Härkingen,SO,0,2402,Härkingen,Gäu,0,0
4625,Oberbuchsiten,SO,0,2406,Oberbuchsiten,Gäu,0,0
4626,Niederbuchsiten,SO,0,2405,Niederbuchsiten,Gäu,0,0
4628,Wolfwil,SO,0,2408,Wolfwil,Gäu,0,0
4629,Fulenbach,SO,0,2575,Fulenbach,Olten,0,0
4632,Trimbach,SO,0,2586,Wangen bei Olten,Olten,0,1
4632,Trimbach,SO,0,2500,Trimbach,Gösgen,0,1
4633,Hauenstein,SO,0,2491,Hauenstein-Ifenthal,Gösgen,0,0
4634,Wisen SO,BL,2,2852,Läufelfingen,Sissach,1,0
4634,Wisen SO,SO,0,2500,Trimbach,Gösgen,1,0
4634,Wisen SO,SO,0,2493,Lostorf,Gösgen,1,0
4634,Wisen SO,SO,0,2502,Wisen (SO),Gösgen,1,0
4652,Winznau,SO,0,2501,Winznau,Gösgen,0,0
4653,Obergösgen,SO,0,2497,Obergösgen,Gösgen,0,0
4654,Lostorf,SO,0,2501,Winznau,Gösgen,0,1
4654,Lostorf,SO,0,2493,Lostorf,Gösgen,0,1
4655,Rohr b. Olten,SO,0,2499,Stüsslingen,Gösgen,0,0
4655,Stüsslingen,SO,0,2499,Stüsslingen,Gösgen,0,0
4656,Starrkirch-Wil,SO,0,2584,Starrkirch-Wil,Olten,0,0
4656,Starrkirch-Wil,AG,0,4280,Oftringen,Zofingen,0,0
4657,Dulliken,SO,0,2584,Starrkirch-Wil,Olten,0,1
4657,Dulliken,SO,0,2573,Dulliken,Olten,0,1
4658,Däniken SO,SO,0,2576,Gretzenbach,Olten,0,1
4658,Däniken SO,SO,0,2572,Däniken,Olten,0,1
4663,Aarburg,SO,0,2571,Boningen,Olten,0,0
4663,Aarburg,SO,0,2581,Olten,Olten,0,0
4663,Aarburg,AG,0,4271,Aarburg,Zofingen,0,0
4665,Oftringen,AG,0,4280,Oftringen,Zofingen,0,1
4665,Oftringen,AG,0,4271,Aarburg,Zofingen,0,1
4702,Oensingen,SO,0,2407,Oensingen,Gäu,0,0
4703,Kestenholz,SO,0,2403,Kestenholz,Gäu,0,0
4704,Niederbipp,BE,3,981,Niederbipp,Oberaargau,0,0
4704,Wolfisberg,BE,3,981,Niederbipp,Oberaargau,0,0
4710,Balsthal,SO,0,2422,Balsthal,Thal,0,0
4712,Laupersdorf,SO,0,2426,Laupersdorf,Thal,0,0
4713,Matzendorf,SO,0,2427,Matzendorf,Thal,0,0
4714,Aedermannsdorf,SO,0,2421,Aedermannsdorf,Thal,0,0
4715,Herbetswil,SO,0,2424,Herbetswil,Thal,0,1
4715,Herbetswil,SO,0,2547,Günsberg,Lebern,0,1
4716,Gänsbrunnen,BE,2,691,Crémines,Jura bernois,1,0
4716,Gänsbrunnen,SO,0,2430,Welschenrohr-Gänsbrunnen,Thal,1,0
4716,Welschenrohr,SO,0,2424,Herbetswil,Thal,1,0
4716,Welschenrohr,SO,0,2430,Welschenrohr-Gänsbrunnen,Thal,1,0
4717,Mümliswil,SO,0,2421,Aedermannsdorf,Thal,0,1
4717,Mümliswil,SO,0,2422,Balsthal,Thal,0,1
4717,Mümliswil,SO,0,2426,Laupersdorf,Thal,0,1
4717,Mümliswil,SO,0,2427,Matzendorf,Thal,0,1
4717,Mümliswil,SO,0,2428,Mümliswil-Ramiswil,Thal,0,1
4718,Holderbank SO,SO,0,2425,Holderbank (SO),Thal,0,1
4718,Holderbank SO,SO,0,2406,Oberbuchsiten,Gäu,0,1
4719,Ramiswil,BL,2,2889,Lauwil,Waldenburg,1,0
4719,Ramiswil,SO,0,2428,Mümliswil-Ramiswil,Thal,1,0
4719,Ramiswil,SO,0,2421,Aedermannsdorf,Thal,1,0
4719,Ramiswil,SO,0,2612,Beinwil (SO),Thierstein,1,0
4800,Zofingen,AG,0,4280,Oftringen,Zofingen,0,1
4800,Zofingen,AG,0,4289,Zofingen,Zofingen,0,1
4802,Strengelbach,AG,0,4282,Rothrist,Zofingen,0,1
4802,Strengelbach,AG,0,4285,Strengelbach,Zofingen,0,1
4803,Vordemwald,AG,0,4274,Brittnau,Zofingen,0,1
4803,Vordemwald,AG,0,4287,Vordemwald,Zofingen,0,1
4805,Brittnau,AG,0,4274,Brittnau,Zofingen,0,0
4806,Wikon,LU,3,1147,Wikon,Willisau,0,0
4812,Mühlethal,AG,0,4289,Zofingen,Zofingen,0,1
4812,Mühlethal,AG,0,4286,Uerkheim,Zofingen,0,1
4813,Uerkheim,AG,0,4273,Bottenwil,Zofingen,0,1
4813,Uerkheim,AG,0,4276,Kölliken,Zofingen,0,1
4813,Uerkheim,AG,0,4286,Uerkheim,Zofingen,0,1
4814,Bottenwil,AG,0,4273,Bottenwil,Zofingen,0,1
4814,Bottenwil,AG,0,4289,Zofingen,Zofingen,0,1
4852,Rothrist,AG,0,4282,Rothrist,Zofingen,0,1
4852,Rothrist,AG,0,4287,Vordemwald,Zofingen,0,1
4853,Murgenthal,AG,0,4279,Murgenthal,Zofingen,0,0
4853,Riken AG,AG,0,4279,Murgenthal,Zofingen,0,0
4856,Glashütten,AG,0,4279,Murgenthal,Zofingen,0,0
4900,Langenthal,BE,3,329,Langenthal,Oberaargau,0,0
4911,Schwarzhäusern,BE,3,341,Schwarzhäusern,Oberaargau,0,0
4912,Aarwangen,BE,3,321,Aarwangen,Oberaargau,0,1
4912,Aarwangen,BE,3,323,Bannwil,Oberaargau,0,1
4913,Bannwil,BE,3,323,Bannwil,Oberaargau,0,0
4914,Roggwil BE,BE,3,337,Roggwil (BE),Oberaargau,1,0
4914,Roggwil BE,AG,0,4279,Murgenthal,Zofingen,1,0
4915,St. Urban,LU,3,1139,Pfaffnau,Willisau,1,0
4915,St. Urban,AG,0,4279,Murgenthal,Zofingen,1,0
4916,Untersteckholz,BE,3,329,Langenthal,Oberaargau,0,0
4917,Busswil b. Melchnau,BE,3,325,Busswil bei Melchnau,Oberaargau,0,1
4917,Melchnau,BE,3,333,Melchnau,Oberaargau,0,1
4919,Reisiswil,BE,3,336,Reisiswil,Oberaargau,0,1
4919,Reisiswil,BE,3,332,Madiswil,Oberaargau,0,1
4922,Bützberg,BE,3,321,Aarwangen,Oberaargau,0,1
4922,Bützberg,BE,3,342,Thunstetten,Oberaargau,0,1
4922,Thunstetten,BE,3,342,Thunstetten,Oberaargau,0,1
4923,Wynau,BE,3,345,Wynau,Oberaargau,0,1
4923,Wynau,BE,3,337,Roggwil (BE),Oberaargau,0,1
4924,Obersteckholz,BE,3,329,Langenthal,Oberaargau,0,0
4932,Gutenburg,BE,3,332,Madiswil,Oberaargau,0,1
4932,Lotzwil,BE,3,331,Lotzwil,Oberaargau,0,1
4933,Rütschelen,BE,3,340,Rütschelen,Oberaargau,0,0
4934,Madiswil,BE,3,332,Madiswil,Oberaargau,0,0
4935,Leimiswil,BE,3,332,Madiswil,Oberaargau,0,0
4936,Kleindietwil,BE,3,344,Ursenbach,Oberaargau,0,1
4936,Kleindietwil,BE,3,332,Madiswil,Oberaargau,0,1
4937,Ursenbach,BE,3,344,Ursenbach,Oberaargau,0,0
4938,Rohrbach,BE,3,322,Auswil,Oberaargau,0,1
4938,Rohrbach,BE,3,338,Rohrbach,Oberaargau,0,1
4938,Rohrbachgraben,BE,3,954,Huttwil,Oberaargau,0,1
4938,Rohrbachgraben,BE,3,339,Rohrbachgraben,Oberaargau,0,1
4942,Walterswil BE,BE,3,344,Ursenbach,Oberaargau,0,1
4942,Walterswil BE,BE,3,952,Dürrenroth,Emmental,0,1
4942,Walterswil BE,BE,3,959,Walterswil (BE),Oberaargau,0,1
4943,Oeschenbach,BE,3,344,Ursenbach,Oberaargau,0,1
4943,Oeschenbach,BE,3,959,Walterswil (BE),Oberaargau,0,1
4943,Oeschenbach,BE,3,988,Seeberg,Oberaargau,0,1
4943,Oeschenbach,BE,3,335,Oeschenbach,Oberaargau,0,1
4944,Auswil,BE,3,322,Auswil,Oberaargau,0,0
4950,Huttwil,BE,3,954,Huttwil,Oberaargau,0,0
4952,Eriswil,LU,3,1135,Luthern,Willisau,0,0
4952,Eriswil,LU,3,1145,Ufhusen,Willisau,0,0
4952,Eriswil,BE,3,954,Huttwil,Oberaargau,0,0
4952,Eriswil,BE,3,953,Eriswil,Oberaargau,0,0
4952,Eriswil,BE,3,957,Sumiswald,Emmental,0,0
4953,Schwarzenbach (Huttwil),BE,3,960,Wyssachen,Oberaargau,0,1
4953,Schwarzenbach (Huttwil),BE,3,954,Huttwil,Oberaargau,0,1
4954,Wyssachen,BE,3,960,Wyssachen,Oberaargau,0,1
4954,Wyssachen,BE,3,957,Sumiswald,Emmental,0,1
4955,Gondiswil,BE,3,326,Gondiswil,Oberaargau,0,0
5000,Aarau,AG,0,4001,Aarau,Aarau,0,0
5004,Aarau,AG,0,4001,Aarau,Aarau,0,0
5012,Eppenberg,SO,0,2574,Eppenberg-Wöschnau,Olten,0,1
5012,Schönenwerd,SO,0,2583,Schönenwerd,Olten,0,1
5012,Wöschnau,SO,0,2574,Eppenberg-Wöschnau,Olten,0,1
5013,Niedergösgen,SO,0,2495,Niedergösgen,Gösgen,0,0
5014,Gretzenbach,SO,0,2576,Gretzenbach,Olten,0,0
5015,Erlinsbach SO,SO,0,2503,Erlinsbach (SO),Gösgen,0,0
5017,Barmelweid,AG,0,4005,Erlinsbach (AG),Aarau,0,0
5017,Barmelweid,SO,0,2503,Erlinsbach (SO),Gösgen,0,0
5018,Erlinsbach,AG,0,4005,Erlinsbach (AG),Aarau,0,0
5022,Rombach,AG,0,4008,Küttigen,Aarau,0,0
5023,Biberstein,AG,0,4002,Biberstein,Aarau,0,0
5024,Küttigen,AG,0,4008,Küttigen,Aarau,0,0
5025,Asp,AG,0,4004,Densbüren,Aarau,0,0
5026,Densbüren,AG,0,4004,Densbüren,Aarau,0,1
5026,Densbüren,AG,0,4182,Wölflinswil,Laufenburg,0,1
5027,Herznach,AG,0,4186,Herznach-Ueken,Laufenburg,0,0
5028,Ueken,AG,0,4186,Herznach-Ueken,Laufenburg,0,0
5032,Aarau Rohr,AG,0,4001,Aarau,Aarau,0,0
5033,Buchs AG,AG,0,4003,Buchs (AG),Aarau,0,0
5034,Suhr,AG,0,4012,Suhr,Aarau,0,0
5035,Unterentfelden,AG,0,4013,Unterentfelden,Aarau,0,0
5036,Oberentfelden,AG,0,4010,Oberentfelden,Aarau,0,0
5037,Muhen,AG,0,4009,Muhen,Aarau,0,0
5040,Schöftland,AG,0,4144,Schöftland,Kulm,0,0
5042,Hirschthal,AG,0,4007,Hirschthal,Aarau,0,0
5043,Holziken,AG,0,4136,Holziken,Kulm,0,0
5044,Schlossrued,AG,0,4142,Schlossrued,Kulm,0,0
5046,Schmiedrued,AG,0,4143,Schmiedrued,Kulm,0,1
5046,Schmiedrued,AG,0,4135,Gontenschwil,Kulm,0,1
5046,Walde AG,AG,0,4143,Schmiedrued,Kulm,0,1
5046,Walde AG,AG,0,4135,Gontenschwil,Kulm,0,1
5053,Staffelbach,AG,0,4284,Staffelbach,Zofingen,0,0
5053,Wittwil,AG,0,4284,Staffelbach,Zofingen,0,0
5054,Kirchleerau,AG,0,4275,Kirchleerau,Zofingen,0,1
5054,Moosleerau,AG,0,4277,Moosleerau,Zofingen,0,1
5056,Attelwil,AG,0,4281,Reitnau,Zofingen,0,0
5057,Reitnau,AG,0,4281,Reitnau,Zofingen,0,0
5058,Wiliberg,AG,0,4288,Wiliberg,Zofingen,0,0
5062,Oberhof,AG,0,4173,Oberhof,Laufenburg,0,0
5063,Wölflinswil,AG,0,4165,Gipf-Oberfrick,Laufenburg,0,1
5063,Wölflinswil,AG,0,4182,Wölflinswil,Laufenburg,0,1
5064,Wittnau,AG,0,4181,Wittnau,Laufenburg,0,0
5070,Frick,AG,0,4163,Frick,Laufenburg,0,0
5072,Oeschgen,AG,0,4175,Oeschgen,Laufenburg,0,0
5073,Gipf-Oberfrick,AG,0,4165,Gipf-Oberfrick,Laufenburg,0,0
5074,Eiken,AG,0,4161,Eiken,Laufenburg,0,0
5075,Hornussen,AG,0,4185,Böztal,Laufenburg,0,0
5076,Bözen,AG,0,4185,Böztal,Laufenburg,0,0
5077,Elfingen,AG,0,4185,Böztal,Laufenburg,0,0
5078,Effingen,AG,0,4185,Böztal,Laufenburg,0,1
5078,Effingen,AG,0,4106,Mönthal,Brugg,0,1
5079,Zeihen,AG,0,4183,Zeihen,Laufenburg,0,0
5080,Laufenburg,AG,0,4170,Laufenburg,Laufenburg,0,0
5082,Kaisten,AG,0,4169,Kaisten,Laufenburg,0,0
5083,Ittenthal,AG,0,4169,Kaisten,Laufenburg,0,0
5084,Rheinsulz,AG,0,4170,Laufenburg,Laufenburg,0,0
5085,Sulz AG,AG,0,4170,Laufenburg,Laufenburg,0,0
5102,Rupperswil,AG,0,4206,Rupperswil,Lenzburg,0,0
5103,Möriken AG,AG,0,4203,Möriken-Wildegg,Lenzburg,0,1
5103,Wildegg,AG,0,4203,Möriken-Wildegg,Lenzburg,0,1
5103,Wildegg,AG,0,4204,Niederlenz,Lenzburg,0,1
5103,Wildegg,AG,0,4206,Rupperswil,Lenzburg,0,1
5105,Auenstein,AG,0,4091,Auenstein,Brugg,0,0
5106,Veltheim AG,AG,0,4120,Veltheim (AG),Brugg,0,0
5107,Schinznach Dorf,AG,0,4125,Schinznach,Brugg,0,1
5107,Schinznach Dorf,AG,0,4095,Brugg,Brugg,0,1
5108,Oberflachs,AG,0,4125,Schinznach,Brugg,0,0
5112,Thalheim AG,AG,0,4117,Thalheim (AG),Brugg,0,0
5113,Holderbank AG,AG,0,4199,Holderbank (AG),Lenzburg,0,0
5116,Schinznach Bad,AG,0,4095,Brugg,Brugg,0,0
5200,Brugg AG,AG,0,4112,Rüfenach,Brugg,0,1
5200,Brugg AG,AG,0,4095,Brugg,Brugg,0,1
5210,Windisch,AG,0,4123,Windisch,Brugg,0,1
5210,Windisch,AG,0,4100,Hausen (AG),Brugg,0,1
5212,Hausen AG,AG,0,4100,Hausen (AG),Brugg,0,0
5213,Villnachern,AG,0,4095,Brugg,Brugg,0,0
5222,Umiken,AG,0,4095,Brugg,Brugg,0,0
5223,Riniken,AG,0,4111,Riniken,Brugg,0,0
5225,Bözberg,AG,0,4124,Bözberg,Brugg,0,1
5225,Bözberg,AG,0,4095,Brugg,Brugg,0,1
5233,Stilli,AG,0,4121,Villigen,Brugg,0,0
5234,Villigen,AG,0,4121,Villigen,Brugg,0,0
5235,Rüfenach AG,AG,0,4112,Rüfenach,Brugg,0,0
5236,Remigen,AG,0,4124,Bözberg,Brugg,0,1
5236,Remigen,AG,0,4110,Remigen,Brugg,0,1
5237,Mönthal,AG,0,4106,Mönthal,Brugg,0,1
5237,Mönthal,AG,0,4124,Bözberg,Brugg,0,1
5242,Birr,AG,0,4092,Birr,Brugg,0,1
5242,Lupfig,AG,0,4104,Lupfig,Brugg,0,1
5243,Mülligen,AG,0,4107,Mülligen,Brugg,0,0
5244,Birrhard,AG,0,4093,Birrhard,Brugg,0,0
5245,Habsburg,AG,0,4099,Habsburg,Brugg,0,0
5246,Scherz,AG,0,4104,Lupfig,Brugg,0,0
5272,Gansingen,AG,0,4164,Gansingen,Laufenburg,0,0
5273,Oberhofen AG,AG,0,4184,Mettauertal,Laufenburg,0,0
5274,Mettau,AG,0,4184,Mettauertal,Laufenburg,0,0
5275,Etzgen,AG,0,4184,Mettauertal,Laufenburg,0,0
5276,Wil AG,AG,0,4184,Mettauertal,Laufenburg,0,0
5277,Hottwil,AG,0,4184,Mettauertal,Laufenburg,0,0
5300,Turgi,AG,0,4021,Baden,Baden,0,0
5301,Siggenthal Station,AG,0,4044,Untersiggenthal,Baden,0,0
5303,Würenlingen,AG,0,4047,Würenlingen,Baden,0,0
5304,Endingen,AG,0,4305,Endingen,Zurzach,0,0
5305,Unterendingen,AG,0,4305,Endingen,Zurzach,0,0
5306,Tegerfelden,AG,0,4320,Tegerfelden,Zurzach,0,0
5312,Döttingen,AG,0,4304,Döttingen,Zurzach,0,0
5313,Klingnau,AG,0,4309,Klingnau,Zurzach,0,0
5314,Kleindöttingen,AG,0,4303,Böttstein,Zurzach,0,0
5315,Böttstein,AG,0,4303,Böttstein,Zurzach,0,0
5316,Leuggern,AG,0,4313,Leuggern,Zurzach,0,0
5317,Hettenschwil,AG,0,4313,Leuggern,Zurzach,0,0
5318,Mandach,AG,0,4105,Mandach,Brugg,0,0
5322,Koblenz,AG,0,4309,Klingnau,Zurzach,0,1
5322,Koblenz,AG,0,4310,Koblenz,Zurzach,0,1
5323,Rietheim,AG,0,4324,Zurzach,Zurzach,0,0
5324,Full-Reuenthal,AG,0,4307,Full-Reuenthal,Zurzach,0,0
5325,Leibstadt,AG,0,4311,Leibstadt,Zurzach,0,0
5326,Schwaderloch,AG,0,4176,Schwaderloch,Laufenburg,0,0
5330,Bad Zurzach,AG,0,4324,Zurzach,Zurzach,0,0
5332,Rekingen AG,AG,0,4324,Zurzach,Zurzach,0,0
5333,Baldingen,AG,0,4324,Zurzach,Zurzach,0,0
5334,Böbikon,AG,0,4324,Zurzach,Zurzach,0,0
5400,Baden,AG,0,4021,Baden,Baden,0,0
5404,Baden,AG,0,4021,Baden,Baden,0,0
5405,Dättwil AG,AG,0,4021,Baden,Baden,0,0
5406,Rütihof,AG,0,4024,Birmenstorf (AG),Baden,0,1
5406,Rütihof,AG,0,4021,Baden,Baden,0,1
5408,Ennetbaden,AG,0,4026,Ennetbaden,Baden,0,0
5412,Gebenstorf,AG,0,4029,Gebenstorf,Baden,0,0
5412,Vogelsang AG,AG,0,4029,Gebenstorf,Baden,0,0
5413,Birmenstorf AG,AG,0,4024,Birmenstorf (AG),Baden,0,0
5415,Hertenstein AG,AG,0,4038,Obersiggenthal,Baden,0,0
5415,Nussbaumen AG,AG,0,4038,Obersiggenthal,Baden,0,0
5415,Rieden AG,AG,0,4038,Obersiggenthal,Baden,0,0
5416,Kirchdorf AG,AG,0,4044,Untersiggenthal,Baden,0,1
5416,Kirchdorf AG,AG,0,4038,Obersiggenthal,Baden,0,1
5417,Untersiggenthal,AG,0,4044,Untersiggenthal,Baden,0,0
5420,Ehrendingen,AG,0,4049,Ehrendingen,Baden,0,0
5423,Freienwil,AG,0,4028,Freienwil,Baden,0,0
5425,Schneisingen,AG,0,4318,Schneisingen,Zurzach,0,0
5426,Lengnau AG,AG,0,4312,Lengnau (AG),Zurzach,0,0
5430,Wettingen,AG,0,4048,Würenlos,Baden,0,1
5430,Wettingen,AG,0,4045,Wettingen,Baden,0,1
5432,Neuenhof,AG,0,4034,Neuenhof,Baden,0,0
5436,Würenlos,AG,0,4048,Würenlos,Baden,0,0
5442,Fislisbach,AG,0,4027,Fislisbach,Baden,0,0
5443,Niederrohrdorf,AG,0,4035,Niederrohrdorf,Baden,0,0
5444,Künten,AG,0,4031,Künten,Baden,0,0
5445,Eggenwil,AG,0,4066,Eggenwil,Bremgarten,0,0
5452,Oberrohrdorf,AG,0,4037,Oberrohrdorf,Baden,0,0
5453,Remetschwil,AG,0,4039,Remetschwil,Baden,0,0
5454,Bellikon,AG,0,4022,Bellikon,Baden,0,0
5462,Siglistorf,ZH,3,93,Oberweningen,Dielsdorf,1,0
5462,Siglistorf,AG,0,4319,Siglistorf,Zurzach,1,0
5463,Wislikofen,AG,0,4324,Zurzach,Zurzach,0,0
5464,Rümikon AG,AG,0,4324,Zurzach,Zurzach,0,0
5465,Mellikon,AG,0,4314,Mellikon,Zurzach,0,0
5466,Kaiserstuhl AG,AG,0,4324,Zurzach,Zurzach,0,0
5467,Fisibach,AG,0,4306,Fisibach,Zurzach,0,0
5502,Hunzenschwil,AG,0,4200,Hunzenschwil,Lenzburg,0,0
5503,Schafisheim,AG,0,4207,Schafisheim,Lenzburg,0,0
5504,Othmarsingen,AG,0,4205,Othmarsingen,Lenzburg,0,0
5505,Brunegg,AG,0,4193,Brunegg,Lenzburg,0,0
5506,Mägenwil,AG,0,4032,Mägenwil,Baden,0,1
5506,Mägenwil,AG,0,4046,Wohlenschwil,Baden,0,1
5507,Mellingen,AG,0,4033,Mellingen,Baden,0,0
5512,Wohlenschwil,AG,0,4046,Wohlenschwil,Baden,0,0
5522,Tägerig,AG,0,4068,Hägglingen,Bremgarten,0,1
5522,Tägerig,AG,0,4077,Tägerig,Bremgarten,0,1
5524,Nesselnbach,AG,0,4072,Niederwil (AG),Bremgarten,0,0
5524,Niederwil AG,AG,0,4072,Niederwil (AG),Bremgarten,0,0
5525,Fischbach-Göslikon,AG,0,4067,Fischbach-Göslikon,Bremgarten,0,0
5600,Ammerswil AG,AG,0,4191,Ammerswil,Lenzburg,0,1
5600,Lenzburg,AG,0,4201,Lenzburg,Lenzburg,0,1
5603,Staufen,AG,0,4210,Staufen,Lenzburg,0,0
5604,Hendschiken,AG,0,4065,Dottikon,Bremgarten,0,1
5604,Hendschiken,AG,0,4205,Othmarsingen,Lenzburg,0,1
5604,Hendschiken,AG,0,4198,Hendschiken,Lenzburg,0,1
5605,Dottikon,AG,0,4080,Villmergen,Bremgarten,0,1
5605,Dottikon,AG,0,4065,Dottikon,Bremgarten,0,1
5606,Dintikon,AG,0,4194,Dintikon,Lenzburg,0,0
5607,Hägglingen,AG,0,4068,Hägglingen,Bremgarten,0,0
5608,Stetten AG,AG,0,4041,Stetten (AG),Baden,0,0
5610,Wohlen AG,AG,0,4080,Villmergen,Bremgarten,0,1
5610,Wohlen AG,AG,0,4082,Wohlen (AG),Bremgarten,0,1
5611,Anglikon,AG,0,4080,Villmergen,Bremgarten,0,1
5611,Anglikon,AG,0,4082,Wohlen (AG),Bremgarten,0,1
5612,Villmergen,AG,0,4080,Villmergen,Bremgarten,0,0
5613,Hilfikon,AG,0,4080,Villmergen,Bremgarten,0,0
5614,Sarmenstorf,AG,0,4076,Sarmenstorf,Bremgarten,0,0
5615,Fahrwangen,AG,0,4202,Meisterschwanden,Lenzburg,0,1
5615,Fahrwangen,AG,0,4196,Fahrwangen,Lenzburg,0,1
5616,Meisterschwanden,AG,0,4202,Meisterschwanden,Lenzburg,0,0
5617,Tennwil,AG,0,4202,Meisterschwanden,Lenzburg,0,0
5618,Bettwil,AG,0,4227,Bettwil,Muri,0,1
5618,Bettwil,AG,0,4076,Sarmenstorf,Bremgarten,0,1
5619,Büttikon AG,AG,0,4064,Büttikon,Bremgarten,0,1
5619,Uezwil,AG,0,4078,Uezwil,Bremgarten,0,1
5620,Bremgarten AG,AG,0,4063,Bremgarten (AG),Bremgarten,0,0
5621,Zufikon,AG,0,4083,Zufikon,Bremgarten,0,0
5622,Waltenschwil,AG,0,4240,Waltenschwil,Muri,0,0
5623,Boswil,AG,0,4228,Boswil,Muri,0,0
5624,Bünzen,AG,0,4229,Bünzen,Muri,0,0
5624,Waldhäusern AG,AG,0,4229,Bünzen,Muri,0,0
5625,Kallern,AG,0,4233,Kallern,Muri,0,0
5626,Hermetschwil-Staffeln,AG,0,4063,Bremgarten (AG),Bremgarten,0,0
5627,Besenbüren,AG,0,4226,Besenbüren,Muri,0,0
5628,Aristau,AG,0,4222,Aristau,Muri,0,0
5630,Muri AG,AG,0,4236,Muri (AG),Muri,0,1
5630,Muri AG,AG,0,4228,Boswil,Muri,0,1
5630,Muri AG,AG,0,4222,Aristau,Muri,0,1
5632,Buttwil,AG,0,4227,Bettwil,Muri,0,1
5632,Buttwil,AG,0,4228,Boswil,Muri,0,1
5632,Buttwil,AG,0,4230,Buttwil,Muri,0,1
5634,Merenschwand,AG,0,4234,Merenschwand,Muri,0,0
5636,Benzenschwil,AG,0,4234,Merenschwand,Muri,0,0
5637,Beinwil (Freiamt),AG,0,4224,Beinwil (Freiamt),Muri,0,1
5637,Beinwil (Freiamt),AG,0,4223,Auw,Muri,0,1
5637,Geltwil,AG,0,4232,Geltwil,Muri,0,1
5642,Mühlau,AG,0,4223,Auw,Muri,0,0
5642,Mühlau,AG,0,4235,Mühlau,Muri,0,0
5642,Mühlau,ZG,0,1703,Hünenberg,Kt. Zug,0,0
5643,Alikon,AG,0,4239,Sins,Muri,0,1
5643,Meienberg,AG,0,4239,Sins,Muri,0,1
5643,Meienberg,AG,0,4223,Auw,Muri,0,1
5643,Sins,AG,0,4239,Sins,Muri,0,1
5644,Auw,AG,0,4223,Auw,Muri,0,0
5645,Aettenschwil,AG,0,4239,Sins,Muri,0,0
5645,Fenkrieden,AG,0,4239,Sins,Muri,0,0
5646,Abtwil AG,AG,0,4221,Abtwil,Muri,0,0
5647,Oberrüti,AG,0,4237,Oberrüti,Muri,0,0
